2020-03-17,1
2020-03-18,4
2020-03-19,4
2020-03-20,5
2020-03-21,5
2020-03-22,6
2020-03-23,7
2020-03-24,10
2020-03-25,8
2020-03-26,16
2020-03-27,19
2020-03-28,17
2020-03-29,15
2020-03-30,20
2020-03-31,23
2020-04-01,19
2020-04-02,22
2020-04-03,31
2020-04-04,36
2020-04-05,45
2020-04-06,49
2020-04-07,55
2020-04-08,60
2020-04-09,55
2020-04-10,63
2020-04-11,62
2020-04-12,68
2020-04-13,76
2020-04-14,85
2020-04-15,83
2020-04-16,94
2020-04-17,90
2020-04-18,98
2020-04-19,99
2020-04-20,97
2020-04-21,93
2020-04-22,97
2020-04-23,96
2020-04-24,98
2020-04-25,98
2020-04-26,97
2020-04-27,100
2020-04-28,95
2020-04-29,93
2020-04-30,92
2020-05-01,79
2020-05-02,80
2020-05-03,75
2020-05-04,69
