2020-03-12,1
2020-03-13,1
2020-03-14,1
2020-03-15,1
2020-03-16,1
2020-03-17,3
2020-03-18,5
2020-03-19,5
2020-03-20,5
2020-03-21,6
2020-03-22,6
2020-03-23,6
2020-03-24,8
2020-03-25,11
2020-03-26,11
2020-03-27,16
2020-03-28,18
2020-03-29,16
2020-03-30,16
2020-03-31,22
2020-04-01,21
2020-04-02,22
2020-04-03,25
2020-04-04,38
2020-04-05,39
2020-04-06,48
2020-04-07,60
2020-04-08,57
2020-04-09,56
2020-04-10,54
2020-04-11,63
2020-04-12,66
2020-04-13,66
2020-04-14,88
2020-04-15,88
2020-04-16,92
2020-04-17,90
2020-04-18,99
2020-04-19,98
2020-04-20,101
2020-04-21,105
2020-04-22,96
2020-04-23,104
2020-04-24,99
2020-04-25,106
2020-04-26,106
2020-04-27,98
2020-04-28,103
2020-04-29,99
2020-04-30,100
2020-05-01,102
2020-05-02,90
2020-05-03,91
2020-05-04,86
2020-05-05,87
2020-05-06,75
2020-05-07,71
2020-05-08,77
