2020-03-12,1
2020-03-13,1
2020-03-14,1
2020-03-15,1
2020-03-16,1
2020-03-17,3
2020-03-18,4
2020-03-19,1
2020-03-20,3
2020-03-21,3
2020-03-22,3
2020-03-23,3
2020-03-24,3
2020-03-25,4
2020-03-26,2
2020-03-27,3
2020-03-28,5
2020-03-29,5
2020-03-30,4
2020-03-31,6
2020-04-01,6
2020-04-02,8
2020-04-03,9
2020-04-04,8
2020-04-05,8
2020-04-06,8
2020-04-07,10
2020-04-08,13
2020-04-09,14
2020-04-10,13
2020-04-11,18
2020-04-12,19
2020-04-13,19
2020-04-14,21
2020-04-15,23
2020-04-16,22
2020-04-17,22
2020-04-18,22
2020-04-19,23
2020-04-20,21
2020-04-21,19
2020-04-22,21
2020-04-23,23
2020-04-24,17
2020-04-25,19
2020-04-26,20
2020-04-27,20
2020-04-28,23
2020-04-29,15
2020-04-30,16
2020-05-01,16
2020-05-02,18
2020-05-03,21
2020-05-04,19
2020-05-05,23
2020-05-06,25
2020-05-07,26
2020-05-08,27
